Simplified	Pinyin	english
日程	rìchéng	schedule; itinerary
日历	rìlì	calendar
日期	rìqī	date
日用品	rìyòngpǐn	daily necessities
日子	rìzi	days; date; time; life
如何	rúhé	how; what; what way
如今	rújīn	nowadays
软	ruǎn	soft
软件	ruǎnjiàn	(computer) software
弱	ruò	weak; feeble; young
洒	sǎ	to sprinkle; to spray; to spill
嗓子	sǎngzi	throat; voice
色彩	sècǎi	tint; color; hue
杀	shā	to kill; to murder
沙漠	shāmò	desert
沙滩	shātān	sand bar; sand beach
傻	shǎ	foolish; fool
晒	shài	to dry in the sun; shine upon; to sun; bask
删除	shānchú	to delete
闪电	shǎndiàn	lightning
扇子	shànzi	fan (for waving)
善良	shànliáng	good and honest; kind-hearted
善于	shànyú	be good at; excel at
伤害	shānghài	injure; to harm; wound
商品	shāngpǐn	goods; commodity; merchandise
商务	shāngwù	business; commercial affairs
商业	shāngyè	business; commerce; trade
上当	shàng dàng	be fooled; be duped; be taken in
蛇	shé	snake; serpent
舍不得	shěbude	hate to part with; begrudge doing something
设备	shèbèi	equipment; facilities; installations
设计	shèjì	plan; design
设施	shèshī	facilities; installation
射击	shèjī	to shoot; to fire (a gun)
摄影	shè yǐng	take a photograph; shoot a film
伸	shēn	to stretch; extend
身材	shēncái	stature; figure; build
身份	shēnfèn	identity; status; dignity
深刻	shēnkè	profound; deep
神话	shénhuà	mythology; fairy tale
神秘	shénmì	mysterious; mystical
升	shēng	rise; hoist; promote; liter
生产	shēngchǎn	to produce; manufacture; give birth to a child
生动	shēngdòng	vivid; lively
生长	shēngzhǎng	grow; grow up
声调	shēngdiào	tone; note
绳子	shéngzi	cord; string; rope
省略	shěnglüè	to omit; to leave out; abbreviate
胜利	shènglì	victory; triumph
失眠	shīmián	lose sleep; insomnia
失去	shīqù	to lose (time, an opportunity, work, etc.)
失业	shī yè	lose one's job; unemployment
诗	shī	poem; poetry; verse
狮子	shīzi	lion
湿润	shīrùn	moist; humid
石头	shítou	stone; rock
时差	shíchā	jetlag; time difference
时代	shídài	age; era; period
时刻	shíkè	moment; constantly
时髦	shímáo	fashionable
时期	shíqī	period in time or history; period; time
时尚	shíshàng	fashion; fad
实话	shíhuà	truth
实践	shíjiàn	practice; put into practice; carry out
实习	shíxí	to practice; field work; work as an intern
实现	shíxiàn	achieve; to implement
实验	shíyàn	experiment; test
实用	shíyòng	practical; pragmatic; functional
食物	shíwù	food
使劲儿	shǐjìnr	exert all one's strength
始终	shǐzhōng	from beginning to end; all along
士兵	shìbīng	soldier
市场	shìchǎng	market
似的	shìde	seems as if; rather like
事实	shìshí	fact; in fact
事物	shìwù	thing; object
事先	shìxiān	in advance; beforehand; prior
试卷	shìjuàn	exam paper; test paper
收获	shōuhuò	harvest; acquisition; gain
收据	shōujù	receipt
手工	shǒugōng	hand-made; handicraft; manual
手术	shǒushù	surgery; operation
手套	shǒutào	glove; mitten
手续	shǒuxù	formalities; procedure
手指	shǒuzhǐ	finger
首	shǒu	head; chief; first; (mw for poems and songs) (Kangxi radical 185)
寿命	shòumìng	life span; life expectancy
受伤	shòu shāng	sustain injuries (in an accident, etc.); be injured
书架	shūjià	bookshelf
梳子	shūzi	comb; hairbrush
舒适	shūshì	cozy; comfortable; snug
输入	shūrù	input; enter; import
蔬菜	shūcài	vegetables; produce
熟练	shúliàn	practiced; proficient; skilled
属于	shǔyú	belong to; be part of
鼠标	shǔ biāo	mouse (computer)
数	shù, shǔ	number | to count; to rank
数据	shùjù	data; numbers; digital
数码	shùmǎ	numeral; number; amount; digital
摔倒	shuāidǎo	fall down; slip and fall; tumble; trip
甩	shuǎi	to throw; to fling; to swing; cast off
双方	shuāngfāng	bilateral; both sides; both parties involved
税	shuì	tax
说不定	shuōbudìng	can't say for sure; perhaps; maybe
说服	shuō fú	persuade; convince
丝绸	sīchóu	silk
丝毫	sīháo	the slightest amount or degree; a very little bit
私人	sīrén	private (citizen); personal; individual
思考	sīkǎo	reflect on; ponder; consider
思想	sīxiǎng	thought; thinking; idea; ideology
撕	sī	to tear (something)
似乎	sìhū	it seems; as if; seemingly
搜索	sōusuǒ	search; look for something; scour
宿舍	sùshè	dormitory; living quarters; hostel
随身	suíshēn	carry on one's person; bring with one
随时	suíshí	at any time; whenever necessary
随手	suíshǒu	convenient; without extra trouble
碎	suì	broken; break into pieces
损失	sǔnshī	loss (financial); lose
缩短	suōduǎn	shorten; cut down; curtail
所	suǒ	place; that which; (mw for houses, buildings)
锁	suǒ	lock
台阶	táijiē	flight of steps; sidestep; fig. way out of an embarrassing situation
太极拳	tàijíquán	Tai chi, a Chinese martial art
太太	tàitai	wife; married woman; Madame; Mrs.
谈判	tánpàn	negotiate; negotiation; conference
坦率	tǎnshuài	frank
烫	tàng	to scald; to burn; scalding hot; to iron
逃	táo	to escape; run away; flee
逃避	táobì	to escape; evade; shirk
桃	táo	peach
淘气	táoqì	naughty; bad
讨价还价	tǎo jià huán jià	bargaining; haggling over price
套	tào	cover; (mw for sets of things); tie together
特色	tèsè	characteristic; distinguishing feature
特殊	tèshū	special; particular; extraordinary; unusual
特征	tèzhēng	characteristics; distinctive features; trait
疼爱	téng ài	love dearly; be very fond of
提倡	tíchàng	promote; to advocate; proposal
提纲	tígāng	outline; the key point
提问	tíwèn	put questions to; to quiz
题目	tímù	subject; title; topic
体会	tǐhuì	know from experience; learn through experience; realize; understanding; experience
体贴	tǐtiē	show consideration for; thoughtful
体现	tǐxiàn	embody; incarnate; reflect; to manifest
体验	tǐyàn	experience for oneself; to personally experience (usually a kind of life)
天空	tiānkōng	sky; space; heavens
天真	tiānzhēn	naïve; innocent; artless
调皮	tiáopí	naughty; mischievous; unruly
调整	tiáozhěng	adjustment; revision
挑战	tiǎozhàn	challenge
通常	tōngcháng	regular; usual; normal; ordinary
统一	tǒngyī	unify; unite; integrate; universal
痛苦	tòngkǔ	pain; suffering; agony
痛快	tòngkuai	joyful; delighted; very happy; jolly
偷	tōu	steal; pilfer
投入	tóurù	put into operation; throw into; to invest
投资	tóu zī	investment
透明	tòumíng	transparent; open (non-secretive)
突出	tūchū	prominent; stand out; give prominence to
土地	tǔdì	land; territory; soil
土豆	tǔdòu	potato
吐	tǔ, tù	to spit | to vomit; throw up
兔子	tùzi	rabbit; hare
团	tuán	round; ball; group; unite; dumpling; (mw for ball-like things)
推辞	tuīcí	to decline; turn down
推广	tuīguǎng	popularize; to spread
推荐	tuījiàn	recommend; recommendation
退	tuì	to retreat; decline; withdraw
退步	tuìbù	to degenerate; to regress
退休	tuìxiū	retirement (from work); retire
歪	wāi	askew; crooked; devious; recline to take a rest (colloquial)
外公	wàigōng	maternal grandfather
外交	wàijiāo	diplomacy; foreign affairs
完美	wánměi	perfect
完善	wánshàn	perfect; make perfect; improve
完整	wánzhěng	complete; intact
玩具	wánjù	plaything; toy
万一	wànyī	just in case; if by any chance
王子	wángzǐ	prince; son of a king
网络	wǎngluò	network
往返	wǎngfǎn	go back and forth; go to and fro
危害	wēihài	endanger; jeopardize; to harm
威胁	wēixié	threaten; to menace
微笑	wēixiào	smile
违反	wéifǎn	violate (a law)
围巾	wéijīn	scarf; shawl
围绕	wéirào	revolve around; center on (an issue)
唯一	wéiyī	only; sole
维修	wéixiū	maintain (of equipment); to mend; repair
伟大	wěidà	great; mighty; large
尾巴	wěiba	tail
委屈	wěiqu	feel wronged; nurse a grievance
未必	wèibì	not necessarily; need not
未来	wèilái	future
位于	wèiyú	be located at
位置	wèizhi	position; place; seat
胃	wèi	stomach
胃口	wèikǒu	appetite
温暖	wēnnuǎn	warm
温柔	wēnróu	gentle and soft; tender; gentle
文件	wénjiàn	document; file
文具	wénjù	stationery; writing supplies
文明	wénmíng	civilization; civilized; culture
文学	wénxué	literature
文字	wénzì	characters; script; writing
闻	wén	hear; to smell; news; reputation
吻	wěn	kiss; lips
稳定	wěndìng	stable; steady
问候	wènhòu	send a greeting; send one's regards to
卧室	wòshì	bedroom
握手	wò shǒu	to shake hands
屋子	wūzi	room; house
无奈	wúnài	can't help but; have no choice
无数	wúshù	countless; innumerable
无所谓	wúsuǒwèi	doesn't matter; be indifferent
武术	wǔshù	martial arts
勿	wù	not; do not
物理	wùlǐ	physics; physical
物质	wùzhì	matter; substance; material
雾	wù	fog; mist
吸取	xīqǔ	absorb; assimilate
吸收	xīshōu	absorb; ingest
戏剧	xìjù	drama; play; theater
系	xì, jì	be; relate to; system; fasten; department; faculty; connect | to tie
系统	xìtǒng	system
细节	xìjié	details; particulars
瞎	xiā	blind
下载	xiàzǎi	to download
吓	xià	frighten; to scare; intimidate
夏令营	xiàlìngyíng	summer camp
鲜艳	xiānyàn	bright-colored
显得	xiǎnde	appear; seem; to look
显然	xiǎnrán	clear; evidently; obviously
显示	xiǎnshì	display, illustrate, to show
县	xiàn	county; district
现代	xiàndài	modern times; modern age
现实	xiànshí	reality; actuality; practical
现象	xiànxiàng	appearance; phenomenon
限制	xiànzhì	restrictions; to limit; to bound
相处	xiāngchǔ	get along; interact
相当	xiāngdāng	equivalent to; appropriate; considerably; quite
相对	xiāngduì	opposite; relatively; to resist
相关	xiāngguān	correlation; interrelated; dependence
相似	xiāngsì	similar; resemble; like
香肠	xiāngcháng	sausage
享受	xiǎngshòu	enjoy
想念	xiǎngniàn	to miss; remember with longing; long to see again
想象	xiǎngxiàng	imagine; visualize
项	xiàng	nape (of the neck); sum (of money); mw item
项链	xiàngliàn	necklace
项目	xiàngmù	program; item; project
象棋	xiàngqí	chess; Chinese chess
象征	xiàngzhēng	symbol; symbolize; signify
消费	xiāofèi	consumption; spending
消化	xiāohuà	to digest
消极	xiāojí	passive; negative; demoralized
消失	xiāoshī	disappear; fade away; dissolve
销售	xiāoshòu	to sell; to market; sales
小麦	xiǎomài	wheat
小气	xiǎoqì	stingy; petty
孝顺	xiàoshùn	filial piety
效率	xiàolǜ	efficiency
歇	xiē	to rest; to go to bed; to take a break
斜	xié	slanting; tilted
写作	xiězuò	writing; composition; written works
血	xuè	blood (Kangxi radical 143)
心理	xīnlǐ	psychology; psychological; mental
心脏	xīnzàng	heart
欣赏	xīnshǎng	appreciate; enjoy; admire
信号	xìnhào	signal
信任	xìnrèn	to trust; have confidence in
行动	xíngdòng	to move; get around; action
行人	xíngrén	pedestrian
行为	xíngwéi	action; behavior; conduct
形成	xíngchéng	take shape; form
形容	xíngróng	describe; appearance; look
形式	xíngshì	form; shape; situation
形势	xíngshì	circumstances; situation; terrain
形象	xíngxiàng	image; form; figure
形状	xíngzhuàng	form; figure; shape
幸亏	xìngkuī	fortunately; luckily
幸运	xìngyùn	luck; fortune
性质	xìngzhì	nature; characteristic; quality
兄弟	xiōngdì	brothers; younger brother; brethren
胸	xiōng	chest; bosom; heart
休闲	xiūxián	recreation; leisure
修改	xiūgǎi	amend; modify; revise; alter
虚心	xūxīn	modest; open-minded
叙述	xùshù	retell; narrate
宣布	xuānbù	announce; declare; proclaim
宣传	xuānchuán	propaganda; to propagate; to give publicity to
学历	xuélì	educational background; school record
学术	xuéshù	learning; science; academic
学问	xuéwen	learning; knowledge
寻找	xúnzhǎo	seek; look for; quest
询问	xúnwèn	inquire about
训练	xùnliàn	to train; to drill; to exercise; training
迅速	xùnsù	fast; quick; rapid
押金	yājīn	security deposit; down payment
牙齿	yáchǐ	tooth
延长	yáncháng	extend; prolong; lengthen
严肃	yánsù	solemn; serious; earnest
演讲	yǎnjiǎng	give a lecture; make a speech
宴会	yànhuì	banquet; feast; dinner party
阳台	yángtái	balcony
痒	yǎng	to itch; itchy
样式	yàngshì	type; style; form
腰	yāo	waist; lower back; pocket
摇	yáo	to shake; to rock
咬	yǎo	to bite; to nip
要不	yàobù	otherwise; or else; how about
业务	yèwù	business; profession
业余	yèyú	spare time; amateur
夜	yè	night; darkness
一辈子	yíbèizi	(for) a lifetime; all one's life
一旦	yídàn	in case (something happens); once (sth. has happened ... then); in one day
一律	yílǜ	same; uniformly; all; without exception
一再	yízài	repeatedly; again and again
一致	yízhì	unanimous; identical (views or opinions); consistent
依然	yīrán	still; as before
移动	yídòng	to move
移民	yímín	immigrate; emigrate; migrate
遗憾	yíhàn	regret; pity; sorry
疑问	yíwèn	doubt; question; to query
乙	yǐ	two; twist (2nd Heavenly Stem) (Kangxi radical 5)
以及	yǐjí	as well as; too; (formal) and
以来	yǐlái	since (a previous event)
亿	yì	one hundred million (100,000,000)
义务	yìwù	duty; obligation; volunteer duty
议论	yìlùn	discuss; to comment; talk about
意外	yìwài	unexpected; accident; mishap
意义	yìyì	meaning; significance
因而	yīn'ér	therefore; as a result; thus
因素	yīnsù	element; factor
银	yín	silver (the element)
印刷	yìnshuā	print
英俊	yīngjùn	handsome
英雄	yīngxióng	hero
迎接	yíngjiē	meet; greet; to welcome
营养	yíngyǎng	nutrition; nourishment; sustenance
营业	yíngyè	do business; to trade
影子	yǐngzi	shadow; reflection
应付	yìngfu	to cope with; deal with; handle; do sth. perfunctorily; do sth. after a fashion; make do
应用	yìngyòng	to apply; to use; application
硬	yìng	hard; stiff; obstinately
硬件	yìngjiàn	hardware
拥抱	yōngbào	embrace; to hug
拥挤	yōngjǐ	to crowd; to push; to squeeze
勇气	yǒngqì	courage; valor
用功	yòng gōng	diligent; industrious; hardworking
用途	yòngtú	use; application; purpose
优惠	yōuhuì	preferential; favorable
优美	yōuměi	graceful; fine; elegant
优势	yōushì	advantage; superiority; dominant position
悠久	yōujiǔ	established; long; longstanding
犹豫	yóuyù	hesitate; hesitant; undecided
油炸	yóuzhá	deep fry
游览	yóulǎn	go sight-seeing; tour
有利	yǒulì	advantageous; beneficial
幼儿园	yòu'éryuán	kindergarten; nursery school
娱乐	yúlè	entertain; amuse; entertainment
